url_length,num_dots,has_https,has_ip_address,num_special_chars,path_length,num_subdomains,has_suspicious_words,domain_length,num_digits_in_domain,label
35,2,1,0,2,27,2,0,12,0,0
73,4,1,1,7,35,3,1,21,2,1
49,4,0,0,0,12,1,0,10,0,0
41,10,0,1,6,19,5,0,13,3,1
14,2,1,0,0,17,3,0,5,0,0
42,6,1,0,1,7,0,0,5,0,0
46,4,0,1,5,47,3,0,21,3,1
87,5,1,1,2,23,1,0,29,1,1
52,3,1,0,0,6,0,0,11,1,0
69,6,1,0,5,28,0,0,12,0,1
85,3,0,0,7,28,1,0,18,2,1
49,1,1,0,2,17,1,0,8,1,0
67,1,1,0,1,20,3,0,9,0,0
88,4,0,1,5,17,0,1,44,2,1
89,3,0,0,1,36,2,0,29,6,1
83,4,0,0,0,51,3,1,12,0,1
51,1,1,0,1,13,0,0,12,0,0
37,2,0,0,1,18,2,0,13,1,0
78,6,0,0,5,36,0,0,19,3,1
57,3,0,0,2,43,2,1,16,5,1
76,4,0,0,3,26,3,1,28,6,1
76,2,0,0,4,58,2,1,26,5,1
83,6,1,0,3,41,4,1,10,2,1
86,3,1,0,3,44,6,1,35,1,1
57,2,1,1,6,60,2,0,7,4,1
62,3,1,0,0,11,2,1,7,0,0
90,5,0,0,3,25,3,0,10,5,1
134,4,0,0,6,10,2,0,18,1,1
35,1,1,0,0,18,2,0,10,0,0
31,2,1,0,0,7,0,0,12,1,0
50,1,0,0,1,15,1,0,15,1,0
49,1,1,0,1,17,0,0,13,0,0
99,4,1,1,3,28,4,1,24,3,1
32,1,1,0,0,22,1,0,15,0,0
64,3,1,0,4,27,3,1,26,3,1
90,10,0,1,8,47,1,0,37,2,1
32,2,1,0,1,14,1,0,5,1,0
79,4,1,1,3,33,6,0,14,1,1
54,1,0,0,1,7,1,0,11,0,0
68,2,1,0,0,12,1,0,14,0,0
34,1,1,0,1,9,1,0,9,0,0
79,4,1,0,5,24,1,1,16,3,1
43,3,0,1,0,11,2,0,13,0,0
34,1,1,0,1,12,0,0,13,0,0
59,1,1,0,0,14,0,0,7,1,0
44,2,1,0,3,17,0,0,14,0,0
72,2,1,1,2,36,4,0,18,0,1
53,3,1,0,0,20,1,0,13,0,0
44,1,1,0,0,11,1,0,7,1,0
134,2,1,0,3,35,3,0,16,9,1
87,4,0,0,3,14,6,1,24,4,1
110,2,0,1,2,31,3,1,18,4,1
54,5,1,0,0,6,2,0,5,2,0
142,5,0,0,1,32,3,0,11,4,1
82,2,0,0,2,46,3,1,5,2,1
115,4,0,0,2,49,3,1,24,6,1
71,2,0,1,0,16,3,0,15,5,1
87,1,0,0,4,41,7,0,24,2,1
83,9,0,0,2,51,4,1,25,0,1
128,6,0,1,3,38,4,0,28,2,1
56,1,0,0,0,18,1,0,3,1,0
13,5,0,0,1,18,0,0,4,0,0
54,2,1,0,2,15,0,0,10,0,0
56,7,1,0,2,20,4,1,28,5,1
71,5,1,0,6,32,2,1,21,1,1
60,6,1,0,2,0,4,0,12,7,1
66,1,1,0,0,24,0,0,9,0,0
110,4,1,1,4,50,3,0,13,3,1
21,5,1,0,0,14,0,0,3,1,0
58,1,1,0,1,8,2,0,12,1,0
41,6,1,0,2,72,3,1,24,2,1
47,5,0,0,5,37,4,1,17,3,1
29,2,1,0,0,23,2,0,7,0,0
78,2,0,1,5,39,6,0,25,4,1
60,2,1,0,0,16,1,0,14,2,0
68,5,1,0,5,28,6,0,20,5,1
22,3,1,0,1,4,1,0,6,0,0
71,1,0,0,0,14,1,0,15,0,0
16,1,1,0,2,11,1,0,3,0,0
81,2,1,1,0,8,2,0,14,0,0
30,2,1,0,2,21,1,0,10,0,0
71,4,0,0,6,47,3,1,25,6,1
53,1,0,0,2,20,2,0,8,0,0
49,1,1,0,3,19,1,0,7,1,0
24,1,1,0,0,10,1,0,3,1,0
32,3,1,0,2,17,0,0,6,0,0
71,1,1,0,7,15,2,1,31,2,1
31,4,1,0,1,10,1,0,15,0,0
59,3,1,0,1,22,0,0,15,0,0
61,3,0,0,6,38,3,1,10,2,1
15,1,1,0,3,13,0,0,13,4,0
45,2,1,0,2,23,3,1,17,4,1
60,1,1,0,2,12,0,0,9,1,0
78,10,1,0,6,33,2,0,31,5,1
71,1,0,0,1,33,1,0,20,3,1
61,3,1,0,0,0,3,0,5,0,0
72,1,1,0,2,24,1,0,6,0,0
25,3,1,0,0,10,1,0,12,1,0
24,4,1,0,1,8,1,0,13,0,0
29,3,1,0,1,5,2,0,8,2,0
40,1,0,0,0,19,0,0,11,0,0
47,2,1,0,1,26,2,0,9,1,0
62,2,1,0,0,15,3,0,6,0,0
49,4,1,0,0,17,1,0,8,0,0
80,1,0,0,4,21,3,0,11,4,1
37,1,1,0,0,23,1,1,9,0,0
109,5,0,0,5,35,3,1,30,4,1
109,5,0,1,5,47,2,1,18,2,1
48,1,1,0,1,29,0,0,13,2,0
61,1,1,0,1,9,0,0,8,0,0
25,3,1,0,0,13,2,0,6,0,0
34,9,1,0,5,26,5,1,17,3,1
52,5,1,0,3,16,0,0,8,0,0
37,3,1,0,2,18,1,0,13,1,0
50,2,1,0,0,16,5,0,16,0,0
37,1,1,0,3,14,1,0,6,3,0
34,4,0,0,1,21,0,0,12,0,0
54,1,1,0,2,9,2,0,10,0,0
106,6,1,1,3,62,2,0,25,2,1
57,2,1,1,10,21,3,0,9,1,1
116,4,0,0,5,38,2,0,30,4,1
29,3,0,0,1,57,2,1,14,5,1
45,5,0,0,2,33,8,1,36,3,1
58,2,1,0,2,31,1,0,3,3,0
75,1,1,0,3,36,3,0,24,2,1
85,1,1,0,0,8,0,0,9,0,0
97,3,0,0,3,47,1,1,13,6,1
96,4,1,0,2,49,1,1,18,1,1
41,1,1,0,1,22,2,0,14,0,0
70,10,1,1,0,31,1,0,19,1,1
76,4,0,0,6,49,2,1,5,4,1
48,3,0,0,1,4,2,1,11,1,0
23,2,1,0,1,23,0,0,9,0,0
67,6,0,1,2,48,2,0,19,3,1
65,6,1,0,4,28,5,1,21,3,1
61,2,0,0,8,20,3,1,27,2,1
57,2,1,0,2,41,4,0,28,2,1
93,3,0,0,5,32,1,0,20,4,1
31,1,1,0,0,8,2,0,10,0,0
46,6,1,1,5,44,2,0,32,2,1
57,4,1,0,1,28,0,0,7,2,0
23,5,0,0,2,21,4,1,21,6,1
90,6,0,1,2,46,2,0,33,1,1
73,3,0,0,1,19,3,0,14,2,1
57,4,1,0,0,5,0,0,12,1,0
46,1,1,1,0,0,2,0,11,2,0
91,6,0,0,2,33,2,0,26,1,1
124,4,0,0,7,47,7,1,22,5,1
53,1,1,0,1,13,2,0,9,0,0
27,2,0,1,2,4,0,0,12,0,0
36,1,1,0,2,17,2,0,9,0,0
45,1,1,0,1,23,0,0,6,0,0
14,2,1,0,1,16,2,0,12,1,0
56,3,1,0,0,13,1,0,6,0,0
32,4,1,0,2,13,0,0,8,0,0
113,4,0,1,2,28,3,0,27,4,1
52,1,1,0,0,18,0,0,3,0,0
46,1,1,0,1,15,2,0,7,0,0
31,1,1,0,3,50,2,1,19,5,1
26,1,1,0,0,5,3,0,6,0,0
103,3,1,0,4,24,5,0,11,1,1
96,6,0,0,5,31,2,0,10,2,1
46,2,1,0,1,15,1,0,11,1,0
52,3,1,0,4,40,1,0,9,3,1
58,2,1,0,1,0,0,0,5,0,0
34,1,1,0,0,24,1,1,15,2,0
45,1,1,0,1,25,1,0,3,2,0
87,5,1,1,2,44,5,0,10,2,1
119,4,0,0,2,26,3,1,22,2,1
47,4,1,0,1,5,1,0,13,0,0
45,1,0,0,1,17,3,0,12,0,0
143,3,0,0,7,34,3,1,16,2,1
51,1,1,0,4,0,0,0,8,0,0
30,1,1,0,0,19,1,0,17,1,0
108,5,0,0,1,28,3,1,24,3,1
59,3,1,0,0,5,1,0,8,1,0
29,2,1,0,0,7,0,0,4,0,0
57,5,0,0,6,44,2,1,27,5,1
37,2,0,0,2,21,1,0,9,0,0
66,4,1,0,0,33,0,0,12,1,0
83,8,1,0,3,40,4,1,10,1,1
102,3,0,0,1,29,0,0,3,1,0
77,5,0,1,3,34,1,0,23,1,1
48,2,1,0,0,21,0,0,9,0,0
123,1,0,0,6,25,4,0,12,2,1
59,5,1,0,7,28,3,0,21,3,1
87,7,0,1,3,30,0,0,19,2,1
74,2,0,0,2,10,4,1,8,6,1
73,5,0,0,7,28,8,1,20,1,1
134,2,1,0,6,33,3,0,32,4,1
84,5,0,0,1,12,4,1,5,2,1
43,3,0,0,0,28,1,0,13,0,0
67,1,1,0,4,9,3,0,20,3,1
61,1,1,0,3,13,1,0,12,1,0
54,3,1,0,1,18,2,0,18,1,0
38,2,1,1,0,19,0,1,8,1,0
65,4,1,0,7,41,2,1,14,2,1
66,4,0,0,2,16,5,0,24,3,1
68,3,1,0,1,0,1,0,11,0,0
42,1,1,1,1,38,1,0,4,0,0
33,5,1,1,2,47,1,1,27,1,1
37,3,1,0,0,3,1,0,17,1,0
30,1,1,0,0,26,2,0,6,1,0
30,2,1,0,1,19,1,0,6,1,0
43,1,1,0,1,5,1,0,11,4,0
22,4,1,0,0,18,1,0,3,0,0
37,1,1,0,2,16,3,0,16,0,0
103,5,0,0,2,25,2,1,25,0,1
76,1,1,0,1,8,1,0,4,1,0
63,4,1,0,6,39,5,0,13,2,1
50,2,1,0,3,10,0,0,12,0,0
55,1,1,0,0,12,1,0,9,0,0
103,3,0,0,1,43,2,0,5,8,1
39,1,1,0,1,17,1,1,12,0,0
29,2,1,0,3,37,2,0,15,0,0
40,1,1,0,1,19,2,0,8,1,0
56,2,1,0,2,19,1,0,7,1,0
40,8,1,0,3,25,4,1,14,6,1
78,6,0,0,3,60,6,0,32,2,1
27,1,0,0,1,9,1,0,5,0,0
76,4,1,1,3,30,3,0,8,3,1
41,3,1,0,1,8,2,0,11,1,0
55,1,1,0,0,20,1,0,5,0,0
29,1,1,0,0,11,0,1,15,2,0
52,1,1,0,1,2,2,0,16,2,0
102,7,1,0,4,40,3,0,23,0,1
64,6,0,1,2,13,2,0,21,1,1
30,3,0,0,0,12,0,0,14,2,0
50,4,1,0,1,18,0,0,11,0,0
123,6,0,0,7,14,2,0,24,3,1
75,3,1,0,1,21,0,1,17,1,0
55,1,1,0,1,8,1,0,13,0,0
49,2,1,0,3,23,0,0,10,4,0
92,3,0,0,7,30,3,0,12,3,1
38,2,0,0,5,38,3,0,5,4,1
72,1,0,0,0,15,2,0,11,1,0
46,4,1,0,1,4,2,0,7,0,0
84,10,1,0,4,55,3,0,22,3,1
49,6,1,0,0,10,2,0,5,1,0
20,3,0,0,6,37,4,1,9,4,1
10,1,1,0,1,12,2,0,11,0,0
76,9,1,0,3,24,2,1,27,2,1
113,1,1,0,3,17,5,0,8,1,1
94,2,0,0,6,38,3,0,17,1,1
30,2,1,0,1,14,0,0,8,1,0
48,3,1,0,0,24,0,0,9,0,0
41,4,1,0,1,5,1,0,9,0,0
31,2,1,0,2,0,1,0,7,0,0
22,1,1,0,1,7,3,0,11,0,0
61,6,0,0,6,44,1,1,24,6,1
76,3,0,0,1,15,2,0,8,6,1
94,5,0,1,4,5,2,0,29,4,1
76,8,1,0,4,64,2,1,14,4,1
47,4,0,0,5,36,0,1,19,3,1
37,3,1,0,3,10,2,0,12,0,0
46,6,0,0,5,26,0,1,20,0,1
44,1,1,0,2,9,3,0,5,3,0
101,4,1,0,5,66,2,0,16,3,1
34,1,1,0,2,15,0,0,3,0,0
20,3,1,0,1,21,0,0,9,0,0
62,5,0,0,6,36,2,0,10,6,1
98,9,1,0,4,47,2,1,29,4,1
35,1,1,0,3,13,0,0,11,2,0
71,4,1,0,3,22,1,1,10,0,0
57,1,1,0,1,24,1,0,8,0,0
88,8,0,0,5,56,0,1,24,2,1
45,4,1,0,1,0,1,0,7,0,0
53,8,0,0,5,51,2,0,24,2,1
46,2,1,0,0,19,1,0,7,0,0
50,4,1,0,0,3,3,0,10,3,0
34,2,1,0,2,21,2,1,8,0,0
72,7,0,0,7,45,4,1,16,2,1
75,5,1,0,5,49,3,0,22,3,1
37,2,1,0,1,8,0,0,9,1,0
47,2,1,0,1,25,1,0,7,2,0
51,5,1,0,2,53,1,0,20,7,1
93,6,0,1,5,18,3,0,23,1,1
46,2,1,0,3,12,0,0,13,2,0
117,6,1,1,6,54,3,1,14,5,1
113,5,0,0,7,6,1,0,32,4,1
85,1,1,0,3,47,2,0,22,2,1
67,2,1,1,6,23,4,0,18,1,1
86,5,0,0,2,47,3,0,22,3,1
93,4,0,0,6,38,2,0,30,2,1
59,5,1,0,2,15,1,0,3,0,0
47,3,0,0,1,20,2,0,13,0,0
41,2,1,0,2,18,1,0,12,0,0
74,4,1,1,4,20,4,1,26,4,1
113,8,1,1,3,41,4,1,18,6,1
43,3,0,0,3,33,3,0,20,4,1
99,4,1,1,5,9,1,0,7,4,1
73,3,0,0,7,42,3,0,18,3,1
43,1,1,0,2,9,1,0,3,1,0
41,3,0,0,0,30,2,0,9,1,0
34,4,1,0,2,10,0,0,11,0,0
48,6,0,0,1,36,3,0,25,6,1
70,1,1,0,0,28,0,0,7,0,0
47,3,1,0,1,14,1,0,9,0,0
38,3,1,0,1,10,1,0,15,1,0
78,5,1,0,4,45,2,0,17,3,1
97,1,0,1,2,56,3,0,15,3,1
95,6,1,0,0,30,3,0,18,1,1
78,5,1,0,4,33,3,1,19,3,1
123,2,1,0,4,22,7,1,16,1,1
33,2,1,0,0,4,1,0,13,0,0
36,1,1,0,3,27,1,0,6,0,0
33,2,1,0,1,10,2,0,11,3,0
119,4,0,1,4,14,1,1,16,3,1
34,1,1,0,1,1,0,0,15,1,0
77,1,0,0,5,31,3,1,26,3,1
91,5,1,0,0,64,7,0,26,5,1
96,6,1,0,8,15,3,1,11,4,1
49,2,0,0,1,14,0,0,20,0,0
77,2,0,0,2,26,2,1,9,3,1
42,5,1,1,2,39,6,0,23,5,1
91,4,0,1,4,39,5,1,36,4,1
75,2,1,0,3,14,3,1,31,4,1
59,2,1,1,2,29,5,1,16,4,1
40,3,1,0,2,15,0,0,11,2,0
66,3,0,0,4,37,3,0,20,5,1
99,7,1,1,5,41,3,1,26,5,1
54,1,1,0,1,35,1,0,19,0,0
98,3,1,0,3,20,2,0,21,2,1
49,3,1,0,0,10,3,0,7,0,0
59,2,1,1,5,20,6,1,28,6,1
62,4,0,0,5,46,1,0,21,1,1
119,5,0,0,5,50,2,1,21,4,1
73,3,1,0,0,7,1,0,10,3,0
48,3,0,0,0,27,0,0,14,0,0
110,2,0,1,4,52,2,1,17,1,1
32,1,1,0,0,9,1,0,20,0,0
55,1,1,0,1,15,2,0,11,2,0
66,2,0,0,3,36,5,1,31,1,1
31,2,1,0,3,24,0,0,9,1,0
60,4,0,0,1,17,1,1,43,3,1
121,3,1,0,1,32,6,0,5,4,1
39,2,1,0,2,14,1,0,9,0,0
39,2,1,0,0,14,1,0,10,1,0
51,2,1,0,1,21,1,0,4,0,0
47,4,1,0,0,23,1,0,16,1,0
50,5,1,0,0,17,1,0,6,0,0
83,3,1,0,4,23,1,0,26,3,1
57,1,1,0,1,14,0,0,7,1,0
62,2,1,0,1,18,4,0,8,0,0
35,3,0,1,3,21,5,0,22,0,1
35,4,1,0,2,0,1,0,15,1,0
43,1,1,0,1,12,1,0,10,0,0
116,5,0,0,1,0,0,0,18,6,1
81,3,0,0,4,29,4,0,13,3,1
153,4,1,0,4,35,1,1,13,6,1
50,3,1,0,1,19,1,0,8,0,0
26,1,1,0,0,17,1,0,11,1,0
74,3,0,0,5,55,5,1,13,2,1
20,1,1,0,1,18,0,0,8,1,0
37,2,1,0,0,6,3,0,7,0,0
56,3,1,0,1,9,0,0,14,0,0
57,1,1,0,1,23,1,0,8,0,0
103,4,0,0,2,41,4,1,20,5,1
91,4,1,0,8,64,2,1,24,4,1
52,6,1,0,2,6,0,0,10,0,0
26,3,1,0,2,18,0,0,12,0,0
114,3,1,1,6,42,8,1,32,1,1
54,1,1,0,2,10,0,0,7,1,0
57,1,1,0,2,0,4,0,22,2,1
128,4,0,0,5,36,3,0,27,0,1
46,3,1,0,1,12,0,0,13,0,0
113,1,1,0,4,62,2,0,13,3,1
44,4,1,0,0,9,0,0,12,0,0
90,4,0,1,1,31,2,0,17,3,1
26,4,1,0,0,17,2,0,13,0,0
50,2,1,0,1,23,2,0,5,0,0
41,1,1,0,2,24,1,0,12,1,0
22,1,0,0,0,12,3,0,10,0,0
54,4,1,0,0,13,1,0,5,0,0
53,2,0,0,1,15,1,0,12,1,0
73,6,1,0,0,0,3,0,19,0,0
70,6,1,0,4,57,6,0,18,1,1
93,5,1,0,10,17,2,1,37,0,1
50,4,1,0,5,58,4,0,12,3,1
49,3,1,0,1,28,2,0,8,0,0
67,5,1,0,0,21,2,0,6,0,0
103,4,0,0,5,46,2,0,19,2,1
68,4,1,1,4,58,3,0,10,5,1
56,2,1,0,2,31,1,0,5,1,0
53,5,1,0,1,10,0,0,10,1,0
41,4,1,0,1,17,1,0,6,0,0
55,1,1,0,1,2,0,0,10,0,0
64,4,1,1,3,52,5,0,10,4,1
41,2,1,0,0,13,2,0,13,1,0
34,1,1,0,1,10,1,0,3,0,0
47,2,1,0,1,26,0,0,12,0,0
52,2,1,0,0,9,1,0,7,0,0
52,1,1,0,0,17,3,0,12,1,0
63,2,1,0,0,14,1,0,9,0,0
121,3,1,1,2,37,6,1,30,3,1
92,5,0,0,2,35,3,1,25,1,1
104,6,1,0,6,38,4,0,10,5,1
28,3,1,0,2,23,1,0,5,0,0
87,4,0,1,3,44,0,0,17,3,1
74,4,0,0,6,36,2,0,19,4,1
64,6,1,1,5,38,4,1,35,1,1
36,2,1,0,2,12,2,0,10,0,0
86,6,1,0,3,45,6,0,24,3,1
64,1,1,0,2,18,0,0,10,0,0
62,2,0,0,1,11,0,0,14,1,0
86,2,0,0,5,36,3,0,19,2,1
54,1,1,0,2,0,1,0,13,1,0
60,1,1,0,1,23,1,0,10,0,0
65,3,0,0,5,25,5,0,26,0,1
73,1,1,0,2,15,2,0,9,1,0
105,2,0,0,4,35,3,0,6,3,1
99,1,1,0,4,40,3,0,28,2,1
28,3,1,0,3,19,1,0,3,1,0
128,3,0,0,3,30,5,1,26,2,1
67,2,0,1,5,49,1,0,20,5,1
70,4,1,1,4,33,3,0,24,6,1
43,3,1,0,3,26,0,0,7,1,0
36,2,0,0,0,15,0,0,12,0,0
48,1,1,0,0,9,2,0,6,1,0
32,1,1,0,3,12,0,0,6,0,0
38,2,0,0,0,20,1,0,8,2,0
62,4,0,1,2,16,4,1,15,5,1
37,5,1,0,1,1,0,0,8,0,0
81,6,1,0,5,19,5,0,19,1,1
101,2,1,0,1,59,3,0,19,3,1
85,3,1,1,3,44,2,0,26,7,1
74,5,0,0,3,30,3,0,21,1,1
87,3,1,0,2,41,4,0,15,2,1
25,4,0,0,5,45,4,0,14,1,1
43,3,0,0,2,9,0,1,6,0,0
85,2,0,0,6,41,8,0,17,3,1
79,9,0,0,5,11,5,0,12,2,1
96,2,0,0,2,58,2,1,31,3,1
97,5,0,0,6,39,3,1,21,1,1
75,5,1,1,3,43,4,1,23,5,1
101,5,0,1,4,36,5,0,29,5,1
23,6,0,1,5,16,5,1,28,1,1
46,2,1,0,1,20,4,0,3,0,0
55,2,0,0,1,16,1,0,6,0,0
40,2,1,0,3,10,0,0,6,0,0
50,2,1,0,1,8,1,0,7,0,0
76,10,1,1,3,47,4,1,24,1,1
17,1,1,0,3,10,1,0,12,1,0
117,4,1,0,1,41,1,1,13,0,1
58,5,1,0,1,24,1,0,8,0,0
25,2,1,0,3,8,0,0,13,0,0
56,4,1,0,0,8,0,0,12,1,0
39,3,1,0,1,7,0,0,8,0,0
68,5,1,0,1,17,1,0,12,0,0
56,1,1,0,0,14,1,0,15,1,0
38,2,1,0,1,16,2,0,10,2,0
92,2,0,0,2,19,4,1,28,4,1
32,2,1,0,3,16,2,0,11,0,0
60,2,1,0,2,13,1,0,9,0,0
63,4,1,1,9,29,4,1,24,5,1
73,2,1,0,0,17,2,0,6,0,0
41,1,1,0,1,4,0,0,14,0,0
100,6,0,0,3,0,4,0,23,2,1
35,1,1,0,1,31,0,0,5,0,0
54,4,1,0,1,9,3,0,6,0,0
75,4,0,0,2,28,2,0,13,3,1
100,2,0,0,0,16,2,1,24,3,1
25,3,1,0,1,0,1,0,10,0,0
84,2,0,0,4,27,1,1,26,5,1
113,6,0,0,4,12,5,0,15,7,1
103,6,0,0,6,59,2,0,22,2,1
53,1,1,0,1,2,1,0,15,0,0
45,3,1,0,1,12,1,0,10,0,0
41,1,1,0,1,9,2,0,3,1,0
52,3,0,0,3,41,1,0,23,1,1
26,1,0,0,1,17,1,0,8,0,0
71,1,0,0,4,43,5,0,10,4,1
65,1,1,1,0,14,1,0,9,0,0
75,4,1,0,6,21,2,1,7,5,1
89,5,0,0,5,32,7,1,21,3,1
93,6,1,1,9,42,3,1,24,3,1
37,1,1,0,0,12,0,0,11,0,0
83,3,1,0,3,26,1,0,16,1,1
34,1,1,0,1,5,1,0,3,0,0
41,2,1,0,2,0,1,0,13,0,0
46,2,1,0,2,7,1,0,7,0,0
87,7,0,0,6,16,3,0,5,4,1
32,2,1,0,2,1,3,0,3,0,0
63,6,0,0,6,15,5,1,21,1,1
60,3,1,0,0,54,5,0,16,1,1
81,2,1,0,1,11,1,0,12,0,0
92,5,1,0,6,20,2,0,14,3,1
16,2,1,0,2,2,0,0,9,0,0
43,1,1,0,2,13,1,0,12,1,0
77,6,0,0,1,29,0,0,6,1,0
24,3,0,0,1,11,2,1,10,0,0
34,3,1,1,2,32,2,0,3,1,0
33,2,0,0,0,7,0,0,8,0,0
50,1,1,0,1,7,0,0,7,1,0
70,4,0,0,1,22,6,1,21,4,1
92,6,0,0,2,32,3,0,20,3,1
52,2,1,0,1,3,1,0,14,1,0
40,2,1,0,1,27,3,0,6,1,0
32,1,1,0,3,13,1,0,13,0,0
44,5,0,0,1,7,0,0,15,0,0
29,1,0,0,1,9,1,0,5,0,0
41,1,1,0,1,4,0,0,7,0,0
57,8,1,1,7,31,1,1,20,6,1
28,4,0,1,2,27,2,1,26,2,1
28,5,1,0,2,19,1,0,4,0,0
60,3,1,0,5,20,1,1,13,3,1
44,3,1,0,1,15,2,0,8,1,0
51,1,1,0,1,16,1,0,9,1,0
71,1,1,1,0,28,3,0,8,0,0
50,1,0,0,1,10,1,0,9,0,0
77,4,0,0,4,11,2,0,14,5,1
36,5,1,0,1,19,2,0,5,0,0
49,1,1,1,2,58,4,0,33,2,1
48,3,1,0,0,33,0,0,9,2,0
67,5,1,0,3,32,2,0,31,4,1
59,1,1,0,0,20,0,0,13,3,0
69,6,1,1,3,46,5,1,16,4,1
39,2,1,0,0,17,1,0,7,1,0
67,2,1,0,2,7,2,0,13,0,0
10,2,1,0,1,0,0,1,17,0,0
44,1,0,0,0,17,2,1,8,1,1
112,3,0,0,2,10,4,1,20,1,1
38,1,1,0,0,2,1,0,10,1,0
77,7,0,0,3,33,0,0,27,4,1
136,2,1,1,3,49,6,0,20,3,1
109,5,1,0,5,30,2,1,16,2,1
83,3,1,0,3,30,3,0,9,2,0
45,1,1,0,1,11,2,0,11,1,0
59,5,1,0,1,8,1,0,12,1,0
54,2,1,0,1,0,1,1,12,1,0
98,3,0,0,5,0,2,0,33,4,1
23,2,0,0,1,5,0,0,9,0,0
62,4,0,0,3,17,3,1,21,3,1
27,1,1,0,2,4,0,1,6,0,0
40,5,0,0,1,33,4,0,10,2,1
39,2,1,0,1,22,2,1,4,1,0
51,1,0,0,0,9,2,0,5,1,0
80,4,0,0,7,26,2,1,13,1,1
91,5,0,0,6,30,3,1,15,5,1
39,2,1,0,4,21,1,0,13,0,0
29,2,1,0,4,9,2,0,9,1,0
66,5,0,0,1,29,2,1,21,3,1
75,4,1,0,4,12,3,1,16,4,1
37,4,0,0,0,14,1,0,4,0,0
46,6,1,0,2,12,2,0,13,0,0
100,6,1,1,6,55,6,0,19,3,1
81,4,0,0,7,28,4,1,29,2,1
52,1,0,0,0,12,0,0,12,0,0
44,5,0,0,5,38,7,0,23,1,1
82,3,0,1,4,16,6,1,9,4,1
30,5,0,0,4,36,4,0,13,4,1
104,3,0,1,2,42,4,0,9,2,1
67,1,1,0,0,22,1,0,14,0,0
67,5,0,1,3,38,2,0,6,2,1
28,2,1,0,1,18,0,0,5,1,0
68,5,0,0,3,24,3,1,15,2,1
71,2,0,0,2,0,0,0,32,2,1
55,2,1,0,1,0,2,0,7,0,0
63,2,0,0,2,32,2,0,16,1,1
63,9,0,0,2,30,1,0,16,3,1
35,2,1,0,4,16,3,1,13,4,1
80,7,0,0,3,51,2,0,8,6,1
38,1,0,0,2,0,0,0,8,1,0
80,4,1,0,1,13,1,0,20,2,1
73,3,0,0,1,47,5,1,19,6,1
59,5,1,0,5,69,4,1,20,1,1
42,1,1,0,1,9,0,0,14,3,0
55,2,1,0,2,4,1,0,13,0,0
56,2,0,0,3,36,1,0,28,1,1
68,2,0,0,2,8,3,0,6,1,0
28,1,1,0,0,12,1,0,7,0,0
35,1,0,0,0,11,0,0,8,0,0
41,2,0,0,4,24,1,1,13,5,1
20,1,1,0,0,3,0,0,8,1,0
56,1,1,0,2,7,2,0,8,0,0
82,4,1,0,4,49,8,0,14,1,1
59,1,1,0,2,18,1,0,6,2,0
79,3,1,1,2,21,3,0,37,3,1
45,1,1,0,7,6,2,1,16,5,1
71,3,0,0,3,23,2,0,16,3,1
69,6,1,0,5,8,1,0,21,2,1
39,6,0,0,3,36,1,1,5,1,1
92,3,1,0,1,74,1,1,14,4,1
53,3,1,0,0,8,0,0,14,0,0
29,3,1,0,1,21,0,0,9,2,0
13,6,1,0,3,16,1,0,6,0,0
37,4,1,0,3,21,0,0,8,0,0
37,1,1,0,3,14,0,0,9,2,0
36,1,1,0,0,7,0,0,17,1,0
54,1,1,0,2,16,0,1,9,0,0
62,1,1,0,0,0,1,0,9,0,0
96,6,0,0,1,15,4,0,27,6,1
85,6,0,0,1,35,3,0,24,4,1
74,1,1,0,1,4,0,0,17,1,0
94,4,0,1,6,59,4,1,17,3,1
43,1,1,1,6,14,3,1,10,3,1
137,2,0,0,5,25,2,1,18,1,1
53,3,1,0,1,30,1,0,8,1,0
73,3,1,0,0,1,0,0,5,0,0
60,2,1,0,0,34,0,0,9,0,0
73,7,1,1,4,53,3,0,17,3,1
54,1,1,0,2,18,0,0,10,1,0
30,1,1,0,1,9,2,0,12,0,0
36,3,1,0,1,20,0,0,13,2,0
60,5,1,0,2,17,5,0,24,2,1
26,6,1,0,1,27,1,0,11,1,0
41,4,0,0,4,45,2,0,8,5,1
58,1,0,0,1,46,5,0,28,4,1
110,1,0,0,2,47,3,0,19,5,1
84,3,0,1,0,21,3,1,29,5,1
66,1,1,0,2,5,2,0,8,3,0
67,2,0,0,0,31,2,0,3,0,0
154,5,1,0,2,34,1,0,23,1,1
40,3,1,0,0,9,0,0,15,0,0
72,3,0,0,0,18,1,0,12,1,0
54,1,1,0,0,17,0,0,4,2,0
52,1,1,0,0,29,2,0,17,1,0
107,6,0,0,7,35,3,1,5,3,1
46,2,0,0,1,12,0,0,12,0,0
59,5,1,0,3,57,5,0,19,3,1
69,3,1,0,7,26,7,1,26,2,1
115,2,1,0,7,49,4,0,7,0,1
51,2,1,0,1,28,5,1,22,4,1
73,3,1,0,2,36,1,0,13,3,1
95,3,1,0,5,56,0,1,22,1,1
114,2,0,1,5,42,4,0,5,3,1
93,1,1,1,5,29,3,1,24,5,1
59,2,1,0,0,68,3,1,42,4,1
72,2,1,0,1,28,1,0,8,0,0
15,1,1,0,1,28,1,0,15,0,0
52,1,0,1,4,29,3,1,11,3,1
60,1,1,0,0,16,1,0,9,0,0
75,9,0,1,8,38,3,1,30,4,1
